A Fermion is an example of what type of object involved in systems that Creation and annihilation operators are applied to?	Text	61
Is there a rear spoiler on both the 2018 Bugatti Divo and the 2012 Bugatti Veyron?	MM	64
A IPD and a CDN both involve what?	Text	61
Is there a rectangular frame around the door at both St Gregory's Church and Keld Chapel?	MM	64
A Pianoforte Cristofori is supported by how many legs?	MM	26
Is there a red brick building next to O'Neill's and the Pizza Express building?	MM	64
A cause of mutation in a gene or Ring Chromosome 20, Ring-shaped chromosome 20, or r(20) syndrome cause or an atypical number of Chromosomes are all examples of what?	Text	63
Is there a red car trolley present in the Wizarding World of Harry Potter section at Universal Studios Hollywood?	MM	64
A chosen-plaintext attack and The Bleichenbacher attacks both involve what?	Text	61
Is there a reflective exterior on both the MahaNakhon and the Shanghai towers?	MM	64
A city in the basin of the Biferno River is the capital of a region which is the home to which Slavic minority group?	Text	30
Is there a reflective glass exterior on both the front and back of Park Inn's hotel building in Berlin?	MM	64
A class what power amplifier would boost radio waves into forms usable by Clansman military radios?	Text	59
Is there a reflective surface on the facades of the Northern Alberta Jubilee Auditorium and the Hole Academic Centre building?	MM	64
A communications service provider is in what industry in which a user is a person, organization, or other entity that employs the services provided by a telecommunication system?	Text	28
Is there a right hand turning lane in front of The National Inventors Hall of Fame, located in downtown Akron?	MM	64
A condition which is significantly different from a normal waking state can be caused by what factors?	Text	63
Is there a river in front of Renaissance Hotel, World Golf Hall of Fame and Caddy Shack restaurant, World Golf Hall of Fame?	MM	64
A curved line of what color meets the white lines indicating a crosswalk by Main Street in Hardy?	MM	40
Is there a road close to at least one side of the building at both the Madeleine Church in Paris and the Bank of New South Wales in Oamaru?	MM	64
A direct impact of some sort to the outer arm can cause nerve damage that results in what type of pain?	Text	61
Is there a rollercoaster ride attraction at Universal Studios in Florida?	MM	64
A dollar and a quarter are an example of a what and a what with regards to currency types?	Text	6
Is there a satellite dish close to the water at Esperanza?	MM	64
A giant flag of what country could be seen on a skyscraper by participants of the Merdeka Day Parade in Merdeka Square, Kuala Lumpur, 2008?	MM	31
Is there a sculpted soldier on "The Soldiers’ and Sailors’ Monument in the McKeesport and Versailles Cemetery, McKeesport, Pennsylvania" and "Covell Statue and Civil War Graves, Pioneer Cemetery (Eugene, Oregon)"?	MM	64
A giant metal what sits on top of the building at Hurst Street and Bromsgrove Street?	MM	37
Is there a sculpture in front of World Golf Hall of Fame, St. Johns County, Florida?	MM	64
A group of what shapes are above each set of pipes of the Kitara Large Hall Pipe Organ?	MM	59
Is there a series of stairs leading to the Sowjetisches Ehrenmal (Tiergarten) in  Berlin?	MM	64
A hairpiece shaped like what celestial object is incorporated into the traditional costumes of the Kirati ?	MM	38
Is there a set of bollards in front and back of the Denver Art Museum?	MM	64
A large copy of what iconic statue can be found in Red Robin in Newnan?	MM	37
Is there a sheltered structure I can stay under next to the athletic field in Hunter's Point South Park?	MM	64
A learning society would be at home in what setting of academia?	Text	61
Is there a shirt at the Hard Rock Cafe in Times Square with multiple signatures on it?	MM	64
A line of what color runs down the the staircase leading to the Great Hall in Christ Church College, Oxford?	MM	40
Is there a shop in between the Taqueria Pedrito and Las Ranitas in Dallas?	MM	64
A medina quarter shares part of its name with what U.S. standard that clarified the U.S. law to clearly also encompass U.S. officers, so that those as well as foreign officers such as General Yamashita can be prosecuted in the United States?	Text	9
Is there a sidewalk going under the Eiffel Tower?	MM	64
A member of the  Wildlife Conservation Network would be interested in protecting what animal traditionally viewed as a symbol by Native Americans?	Text	35
Is there a sidewalk in front of both the Architecture Building and Faculty of Pharmacy Building?	MM	64
A metallic blue fish with a large sail-like dorsal fin and a long and pointed bill-like snout and a species conspecific with the Indo-Pacific blue marlin both live in what ocean?	Text	35
Is there a sign for Burger King on Khao San Road?	MM	64
A one dollar bill and the WCU are both examples of what?	Text	61
Is there a sign that indicates which direction the Museo Penitenciario Argentino Antonio Ballve is from the Dorrego Bar?	MM	64
A parish council would be an example of what type of thing that shows up on the LGCL?	Text	61
Is there a sitting area near both the modern sculpture in downtown Jackson and the Ridirich sculpture in London?	MM	64
A passage grave was a type of grave used primarily in which of the time periods in which Entrance graves were used?	Text	59
Is there a small statue of a person wielding a sword next to the entrance slogan of the Santa Barbara County Courthouse?	MM	64
A plant in the genus Nephthytis is native to an Asian island that is divided among how many countries?	Text	49
Is there a solid color band on the beak by the eyes of both the toco toucan and the three-toed_kingfisher?	MM	64
A prototype is an important part of what process?	Text	61
Is there a spiral curve in the horns of both the Markhor and Jacobs sheep?	MM	64
A regiment nicknamed the Blue Caps would be included on what list?	Text	28
Is there a spiral staircase in both the Paris sewer and the Moreau Museum in Paris?	MM	64
A religious order has freedom from interference in its practice in the United States due to what clause?	Text	61
Is there a spire on the roof of Berlin's Park Inn and Spittelmarkt motel?	MM	64
A script breakdown would involve analysis of content usually invented solely by whom?	Text	61
Is there a stained glass window above the front door of Notre-Dame Roman Catholic Cathedral in Quebec?	MM	64
A sculpture of what giant animal is at Olympic Village in Vancouver, Canada?	MM	37
Is there a stained glass window within eight feet of ground level of the middle of the back wall where preachers preach at either the Cathedral of Hope in Dallas Texas or the Co-Cathedral of the Sacred Heart in Houston?	MM	64
A sculpture shaped like what letter is in front of the University of Connecticut School of Law?	MM	37
Is there a staircase at the Great Court of the British Museum in London that has more than 15 steps?	MM	64
A smaller version of what famous American monument can be found in the Musee d'Orsay museum?	MM	37
Is there a staircase with more than 5 steps near the excavation of the new Globe and Mail building?	MM	64
A song from the soundtrack to which musical was the Billboard debut of a singer-songwriter who shares her last name with an American jazz trombonist who played with the Jazz Minors at Disneyland?	Text	57
Is there a statue among the front steps of both the low Memorial Library at Columbia University and the William L. Clements Library at the University of Michigan?	MM	64
A stadium for what type of sporting event can be seen nearby from the top of the Space Needle?	MM	59
Is there a statue in St John's Quad, Magdalen College, Oxford and in The Codrington Library, All Souls College, Oxford?	MM	64
A statue of what bird of prey stands beside the altar area of the Christ Church Cathedral in Montreal?	MM	35
Is there a statue of a bull near Ringling Museum entrance main facade Sarasota Florida?	MM	64
A symbolic AI system and Symbolic linguistic representation both convert real world objects or utterances into what?	Text	67
Is there a statue of a man on every corner of the Pennsylvania state memorial on Cemetery Ridge?	MM	64
A telecom business that provides organizations with consulting, legal, real estate, communications, storage, or processing services would be considered a what?	Text	61
Is there a statue of a soldier on the War Memorial, Portbury?	MM	64
A traffic light image of a fedora-clad man crossing the street is a symbolic icon of the former country whose national emblem featured a hammer and which other tool?	Text	61
Is there a statue outside of both ends of Faneuil Hall in Boston?	MM	64
A two-dimensional graph of isotopes of the elements would chart an object that which person defined as a "species of atom characterized by the constitution of its nucleus"?	Text	6
Is there a statue with a dragon on it in London?	MM	64
A type of bursts, a well known high energy electromagnetic transient, are classified as what type of deep-sky event?	Text	61
Is there a steeple on both the Chapter House, Abbaye de Boquen and the Chapter House, Abbey of New Clairvaux, Vina, California?	MM	64
A typical what consists of identical metal balls suspended in a metal frame so that they are just touching each other at rest that was named after a person that Newt is a shortened  name for?	Text	61
Is there a stone balusters on the facade of the Hard Rock Cafe building in Copenhagen?	MM	64
A vigorous Pacific storm moved into what metropolitan area on January 18, 2010 as a result of a strong El Niño episode?	Text	30
Is there a stream in Herman Alfred Leonard Wahlberg's portrait "French Landscape"?	MM	64
A virtual private server could be used to run what served-based computing/presentation virtualization component of Microsoft Windows?	Text	61
Is there a stream in Robert Vonnoh's painting "Springtime in France"?	MM	64
A wheelchair lift and a Stairlift both involve people sitting in what?	Text	65
Is there a street or are there train tracks directly in front of the Columbus State University College of the Arts Uptown in  Columbus, GA?	MM	61
A whistle post and signalling block systems are both used in the operation of what?	Text	61
Is there a stripe in the center of the parachute being used at both the base jumping landing at Lysefjord, Norway and the BASE jumping from the suspension footbridge at Sochi Sky Park	MM	64
A white truck with how many flags on front took part in the Canada Day 2015 parade on Saint Catherine Street?	MM	26
Is there a supporting Pole on both the Elan sculpture by Antoine pevsner and the Cornish fish sculpture in paper mache by Malcolm lidbury?	MM	64
A woman named Anna has an affair in a series with a person holding what office that actor Dennis Haysbert also played a role portraying on the show 24?	Text	9
Is there a suspension bridge across the Charles River?	MM	64
ABCDE's relationship to AB and CDE would be studied in what type of theory?	Text	61
Is there a table and place to sit just outside of In Your Eye Studio?	MM	64
APDS was developed to provide the ability to destroy advanced versions of what, whose early versions had 0.23-to-0.47-inch (5.8 to 11.9 mm) thick armor?	Text	59
Is there a tennis court near both the Olympic villa in Rio and the Olympic villa in London?	MM	64
ARM architecture used in Apple's iPhone, iPad, and other Apple products was first unveiled when?	Text	61
Is there a traffic camera aimed at the intersection on both Dayton Way and Ocampo Street?	MM	64
Abdur Raheman, who wrote Sandeshkarash, is considered as the first Muslim writer of what people who appear to be much more diverse genetically than other South Asians?	Text	27
Is there a traffic light in front of the Papaya King at 86th St. and 3rd Avenue in NYC?	MM	64
About how islands are in the archipelago of the country where Aether is a primordial deity?	Text	31
Is there a traffic light located on the sidewalk in front of the Marino Center at Northeastern University?	MM	64
About how many kilos can GSLV Mk. III rocket carry into space?	Text	26
Is there a traffic light on Union Street in Medford, NJ?	MM	64
About how many miles longer does the Teton Range extend than the round trip distance from West Tensleep trailhead to Cloud Peak?	Text	19
Is there a train station next to a river in Melbourne?	MM	64
Above the entrance to Savannah College of Art and Design, which line of text is longer:  the bottom or top one?	MM	6
Is there a train track near the Aqua skyscraper?	MM	64
According to a theory illustrated by Fincher and Thornhill what can encountering the cause of a gastro-intestinal tract infection do in a species?	Text	61
Is there a trash box in front of Bahnhofstraße?	MM	64
According to civil law systems, members of the DSU should commonly be what?	Text	61
Is there a trash can beside Graffiti Wall in Sweyne Park?	MM	64
According to legend, the atmospheric ghost lights are lights (or fires) that appear in the atmosphere without an obvious cause are sometimes attributed to what?	Text	61
Is there a trash can in front of Cal State San Marcos library?	MM	64
According to the 2000 census, did Latty or Harrison Township have a larger proportion of its population living in its unincorporated portions?	Text	64
Is there a tree immediately adjacent to the front of the Meadow building at Christ Church College?	MM	64
According to the French-inspired Arthurian romance tradition, who is the father of the character who was given a name by Chrétien involving a lake?	Text	61
Is there a tree in Lanier Boulevard Parkway that is taller than the nearby street signs?	MM	64
According to the IUCN Red List, would the California condor belong to the classification LC?	Text	61
Is there a tree near the Firehouse Subs building in Wisconsin which is taller than the building?	MM	64
According to the latest census, there are approximately 2,006,410 members of this ethnicity in Germany, from a country that Germany invaded with the intention of fulfilling the future plan of the German Reich described by Adolf Hitler in his book Mein Kampf as Lebensraum.	Text	26
Is there a tree near the Indonesia Pavilion of the Expo 2015 which is taller than the nearby umbrellas?	MM	64
According to the sign in front of the Triadou Haussmann, boulevard Haussmann, rue de Rome, Paris 8e, is parking permitted?	MM	59
Is there a triangle above both sides of the passageway through the Puerta del Sol de Toledo?	MM	64
According to the signage, who are the only people that can use the white towers on the beaches of Sunken Meadow State Park?	MM	28
Is there a triangular roof above the door on both Andrews House and 195 Angell Street?	MM	64
Acmella oleracea and Spilanthes share what color pattern?	MM	40
Is there a triangular stone carving above walkway at Puerta del Sol in Madrid?	MM	64
Across all 50 states, there are how many of the entities classified as administrative divisions of a state?	Text	26
Is there a turret on Hyde Park School in Cincinnati?	MM	64
Across from what building can I find a car wash and vacuum station in South Philadelphia.?	MM	59
Is there a veggie isle in pomme salade stores?	MM	64
After Johnny Reid released" Today I'm Gonna Try and Change the World " in June 2010, where did he perform a month later?	Text	15
Is there a venue inside the Park MGM for live concerts?	MM	64
After Onjo and Biryu founded Baekje, what became of it when it was one of the Later Three Kingdoms of Korea?	Text	61
Is there a view of the water from the tops of both the Empire State building and the American Copper Buildings?	MM	64
After Onjo founded Baekje in Korea, what state was had a conquest during China's Three Kingdoms period?	Text	59
Is there a walking path at Venice Beach in California?	MM	64
After Plessy v. Ferguson, who got more support for attacks when Black and White persons were facing off against each other, particularly in "race" incidents?	Text	61
Is there a walkway to the right of Stefano Ricci building and the Gianfranco Ferre building?	MM	64
After World War II, which industries did policy makers and the general public feel that Japan should have outside of the more contemporary electronics industry?	Text	28
Is there a wall within 10 feet of the 1939 Indy 500 winning car?	MM	64
After attempting cross border attacks on Sabah, where do the Moro pirates usually escape to?	Text	34
Is there a warning siren by Market Street in San Francisco?	MM	64
After embryological development of the vomeronasal organ, what lines the two tubes that are created to form the organ?	Text	61
Is there a water fountain in front of Houston Garden Center at Hermann Park, Houston, Texas?	MM	64
After forming the 9th Guards Army in 5 January 1945, what army did  Vasily Filippovich Margelov lead in the coming years?	Text	59
Is there a water tight roof over Fountains Abbey. Located in Ripon, Yorkshire, England, UK?	MM	64
After getting a coffee at Starbucks at the Mercato Mall in Dubai would someone have to go upstairs or downstairs to view the Christmas tree?	MM	61
Is there a water tower near the Atlantic Steel Mill?	MM	64
After how many years since "Super Spacetime Fortress Macross" aired on Tv did Yasuno became part of the musical unit Walküre?	Text	17
Is there a wheelchair ramp on both sides of the United Church of Christ building?	MM	64
After the Decree on Peace signed by Vladimir Lenin, what was the next major treaty signed in the coming years?	Text	61
Is there a wide and long road in the Map Campus Martius by Piranesi?	MM	64
After the Roman Civil war of 49 BC – 44 BC that had the Delmatae siding with Pompey, in 54 BC which Empire fought against the Roman Republic?	Text	61
Is there a window above only one of the doorways in the University College London's main library?	MM	64
After the Roman conquest of Britain, was the term Britannia minor used for Roman-occupied Britain south of Caledonia?	Text	61
Is there a window behind the man's back in both Sir John Pringle and A Man?	MM	64
After the battle of the Bitter Lakes that begun as a result of a border incursion by nomads, who won after surprising the enemy at the shores that also used forays as an excuse to launch an invasion to Judah?	Text	61
Is there a window directly above the door of the Congleton Museum?	MM	64
After the release of Pendulum and Tom Fogerty leaving CCR, what new band did he form?	Text	61
Is there a window in the attic of the Pollock-Capps House?	MM	64
After their trial what was the punishment for the person that healed Malchus' wounded ear?	Text	61
Is there a window on the pediment of the  Berrington Hall, and Hamilton County Memorial building's facade?	MM	64
After they have been approved by the President of the United States, approximately how many of the 4000 political appointment positions in the White House Presidential Personnel Office require Senate confirmation?	Text	17
Is there a woman depicted wearing a red robe with green clothes underneath in both the paintings Il Tempo Ordina alla Vecchiaia di Distruggere la Bellezza and Time Unveiling Truth by Pompeo Girolamo Batoni?	MM	64
After urban municipality Brevik merged with the urban municipality Porsgrunn, why would Brevik no longer be responsible for providing primary education to it's citizens?	Text	61
Is there a wood wall and a wood floor at both the Silent Wings Museum's Army barracks display and the Dan Blocker Room at the O'Donnell, TX, Heritage Museum?	MM	64
After what year would the New Text Confucianism have emerged?	Text	15
Is there a writing on the entrance to Dragon Challenge?	MM	64
After winning the Calder Cup in 93-94 and 92-93, respectively, did the Portland Pirates and the Cape Breton Oilers have the same number of historical Calder Cup wins or a different number?	Text	61
Is there a yellow section on the angel's wings in both The Annunciation, with Saint Emidius and The Annunciation of Volterra?	MM	64
Akshardham is one of how many forms of a different being?	Text	26
Is there advertising above the Fat Angelo's sign in Central Soho, Hong Kong?	MM	64
Al Dente in Soho hangs Christmas decorations out front with how many different colored ornaments on them?	MM	26
Is there always a box sitting by the bottom of the stairs in the generator room in the Hoover Dam?	MM	64
All of the athletes in Asgarov vs Kvyatkovskyy and Sharifov vs Shengfeng during the 2016 Summer Olympics are wearing white socks?	MM	65
Is there always a flag flying at the Zócalo Cathedral in Mexico City?	MM	64
All organisations can purchase the components to build what kind of network that an SCO aims to ensure the optimal operation of?	Text	61
Is there always a flag on the flagpole in front of the cathedral a Zocalo Square in Mexico?	MM	64
All participants at the 2010 Ladies Super Combined Winners podium had their ski boards?	MM	61
Is there always a red carpet leading up to the entrance of Universal Studios Hollywood?	MM	64
All the Indian Police Service officers work for a country on what plate?	Text	61
Is there always an advertisement in the middle Arch section of the front of Union Station in Kansas City, Missouri?	MM	64
All the players during Rio 2016, Women's Volleyball for South Korea versus Netherlands had white socks?	MM	27
Is there ample bike parking outside of the Darwin Building, Royal College of Art?	MM	64
All the swimmers at the 2010 Summer Youth Olympics, held at the Singapore Sports School wore black shorts?	MM	59
Is there an American Flag on top of the 20th precinct of the Brooklyn Police Department?	MM	64
Along with Los Angeles, which other towns in the Southern California geographic region are part of its Statistical Area?	Text	30
Is there an American flag at the Neumayer Station Antarctica?	MM	64
Alongside the Signal Corps' tactical FM radio, what was the most important communications development during the war in which 18 million men served in the Wehrmacht?	Text	59
Is there an American flag flying outside of Naismith Memorial Basketball Hall of Fame and the Football Hall of Fame in Canton, Ohio?	MM	64
Alpen is a municipality in what country in which the Helvetic nappes crop out as a narrow band?	Text	31
Is there an American flag in front of the Pro Football Hall of Fame?	MM	64
Also known for her role in Husbands and Wives, who played Marnie Nightgale in Hollyoaks?	Text	27
Is there an American flag in front of the South Pole Station Destination Alpha building?	MM	64
Although the NYPD police cars are mostly colored white, lettering is present on the car that is colored red that spells out what word?	MM	61
Is there an American flag present in James R. Browning courthouse?	MM	64
Among Vancouver statues, which figures are more abstract, the Sculpture King and Queen by Sorel Etrog or A-maze-ing laughter by Yue Minjun?	MM	59
Is there an Empire City billboard higher up on a building in Times Square than Yahoo billboard?	MM	64
Among all the buildings at Stortorget, in Gamla stan, Stockholm, Sweden, in what location is the red building located in relation to the rest?	MM	37
Is there an Indian restaurant in Fort Walton Beach, Florida, USA which has multiple paintings inside of it?	MM	64
Among all these entertainers Renée Rebecca Geyer, Jane Hall, Paul Anthony Michael McDermott, and Leslie William Morrison, which country do they hail from?	Text	27
Is there an additional field near Olympic Stadium in London?	MM	64
Among the A flat, E flat, and B flat clarinets, what location is the clarinet that is shorter in relation to the others?	MM	44
Is there an adult close to the animals in Edward Hicks' painting "The Peaceable Kingdom"?	MM	64
Among the IPA symbols [f], [v], [x], and [l] which are not fricatives?	Text	10
Is there an animal depicted in Ercole de'Roberti's Saint Jerome in the Wilderness?	MM	64
Among the IPA symbols for fricatives [f],[v],[x] which are considered velar fricatives?	Text	10
Is there an animal in Image of abstract art painted by Shauna V and Wassily Kandinsky's "Landscape with Two Poplars"?	MM	64
Among the Lindsey brothers who formed The Knux, what was the former nickname of the one who considered himself a nerd?	Text	27
Is there an animal on the back of every U.S. coin?	MM	64
Among the South Shetland Islands, what is the farthest Bridgeman Island could be from the coast of Antarctica given how far it is from King George Island?	Text	59
Is there an arch on the facade of Cisco Systems bldg 2 in San Jose?	MM	64
Among the crowd of  Kosmic Debris revelers on Frenchmen Street, were multiple people body-painted?	MM	61
Is there an arched ceiling in both the Mall of the Emirates and Dubai Mall?	MM	64
Among the lit decorative circles horizontally placed beside the Candylicious storefront lettering at the The Dubai Mall, where is the position of the red circle beside the lettering?	MM	61
Is there an archway at the front of both 228 East Dickson Street and 220 East Dickson Street in Fayetteville, Arkansas?	MM	64
Among the people holding flags on Greenland's National Day celebrations in Sisimiut, Greenland, on the 21st of June 2010, how many were wearing eyewear?	MM	27
Is there an awning over both of the entrances of the Roosevelt Hotel in Portland, Oregon?	MM	64
Among the six wind instruments at the Musical Instrument Museum, what position relative to the rest is the instrument shaped into a shell at?	MM	44
Is there an edfringe shop on Royal Mile, Edinburgh, Scotland?	MM	64
Among the three disability signs at the Health Education Center in Chattahoochee Technical College, where is the location of the sign that is slanted?	MM	61
Is there an enclosed olympic pool and diving platform located next to Estadio do Maracana?	MM	64
Among the three figures in the Hoscotch sculptures in Burswood Perth, where is the statue touching the ground with its finger located relative to the two?	MM	39
Is there an equal amount of space between each of the six strings on the  Greek baglama?	MM	64
Among the three towers at 1-15 Union Square West, where is the location of the tower stacked with square segments compared to the others?	MM	34
Is there an equal amount of spacing between the letters in the Hollywood sign?	MM	64
Amy Poehler plays the deputy director role of the Parks and Recreation Department in a comedy series made in what country?	Text	39
Is there an escalator accessible outside the Chinese Art Museum?	MM	64
An AME and a LAME would both use what passive equipment to monitor airborne systems?	Text	65
Is there an escalator near the Parasol down Bar ?	MM	64
An SNR refers to a remnant of an event that's classified into what types?	Text	8
Is there an exterior clock on the Kutzukake Terrace Civic Center building?	MM	64
An SPO most likely practices what political philosophy, characterized as supporting political democracy within a socially owned economy, with a particular emphasis on economic democracy, workplace democracy and workers' self-management within a market socialist economy or some form of a decentralised planned socialist economy?	Text	61
Is there an instrument in both Greuze's "Ange Laurent de La Live de Jully" and Rigaud's "Antoine Paris"?	MM	64
An additional what is required to explain events containing an odd number of  tight cones of particles created by the hadronization of a single quark.	Text	61
Is there an island I could go around on a swan pedal boat at Lake Eola?	MM	64
An affine space and an affine root system both work with what space?	Text	61
Is there an open field near the Kresge Auditorium?	MM	64
An artificial version of what tree type is in Fisketorvet Mall, Copenhagen?	MM	49
Is there an open pavilion at Belvedere Castle?	MM	64
An early member of the dolphin superfamily, more closely related to narwhals than dolphins, with tusks projecting towards the rear of its body, is now what?	Text	35
Is there an outdoor pavilion adjacent to Belvedere Castle?	MM	64
An electrolytic capacitor has at least how many electrical conductors?	Text	26
Is there an overhanging section of The new Robert C. Gillett Student Commons at Algonquin College?	MM	64
An enclosure, a variety of electrical components, and often a power switch would most likely be powered by a system with wires labeled what letters?	Text	67
Is there and arch above the entrance of both the Ferst Center and the Klaus Advanced Computing building at Georgia Institute of Technology?	MM	64
An essential rate in the physics of fluids is asymmetric or symmetric?	Text	61
Is there any bubble letter graffiti in the tunnel at Rue des Tanneurs in Brussels, Belgium that uses the same color scheme as the King Robbo graffiti in Camden, London?	MM	64
An estate in England that belonged to Thomas Mackworth and his wife Alice after 1446 is located in a civil parish that was largely flooded by what body of water in the 1970s?	Text	59
Is there any grass around the Lynn Vocational and Technical Institute building or is it all paved?	MM	61
An estate that passed to Alice Basings in 1446 is located in a civil parish that was included with what other civil parish for census purposes?	Text	34
Is there any greenery around the Annie Wright School building?	MM	64
An example of a heist or caper film would be what direct-to-video movie starring 50 Cent, Bruce Willis and Ryan Phillippe?	Text	6
Is there any greenery around the Rochester NY Monroe Community Hospital?	MM	64
An image of what country can be seen on a sign in front of the skyline of Fort Worth?	MM	31
Is there any greenery surrounding the Fourth Church of Christ Scientist in Houston?	MM	64
An image of what is on the side of the St Petersburg FL Science Center?	MM	59
Is there any liquid involved with Bica do Sapato, Lisbon?	MM	64
An operation that connects two strings to form a longer string whose length is the sum of the lengths of those two strings would be studied by what type of theory?	Text	61
Is there any outside seating available at the Museum of Contemporary Art, in Sydney, Australia?	MM	64
An oval capsule, approximately the size of a pea, consisting of a thin-walled glass ampoule covered in brown rubber to protect against accidental breakage and filled with a concentrated solution of what chemical from the cyano-group C≡N?	Text	24
Is there any relation between beam and coda, musically?	Text	64
Anaxandridas I and Eurypon were both kings of what?	Text	27
Is there any separate line for the men and women in the seuss landing counters?	MM	64
Andy Marlow followed what career path after his S.A.S service that had an ethos that resonates with idealized adventure, mystery, and danger, and appears frequently in popular culture?	Text	29
Is there any significant tree cover around public attractions in Atlanta?	MM	64
Anna Basarab's father would have used what title for himself when writing in Romanian?	Text	61
Is there any sitting area at the Linen Hall Library in Northern Ireland?	MM	64
Annbank railway station opened how many years before Dunkerton Railway station?	Text	15
Is there any space between vendors at the Grand Bazaar in Istanbul?	MM	64
Anodizing something would be part of a field of egineering known as what?	Text	9
Is there any street parking at the Church of the Covenant in Boston?	MM	64
Apple designed processors which are the basis of the iPhone, Apple watch, and other platforms, are named based on what natural phenomenom?	Text	59
Is there any tiny fencing above the main entrance of Tom's eatin & drinkin place in Northborough Massachusetts?	MM	64
Approximately how many people of Berber descent are living in the country whose language many Moroccans use to discuss scientific and technical topics?	Text	26
Is there any type of boat ride at the Universal Studios theme park in Florida?	MM	64
Approximately how much faster does the Otomat missile travel relative to long-range subsonic cruise missiles with ranges over 1,000 km?	Text	21
Is there any vegetation taller than the fence at the Thomas Nelson Page House?	MM	64
Approximately how much taller is the Brisbane Skytower than the buildings that surround it.	MM	19
Is there any visible space in between the Petals of a camellia Japonica flower?	MM	64
Approximately how much time occurred between the 2nd crucifixion painting by Lorenzo di Bicci and the terracotta bust of Niccolo da Uzzario attributed to Donatello?	Text	17
Is there anywhere in Las Vegas where you can see the signs for The Mirage, The Palazzo, and Treasure Island all at once?	MM	64
Approximately how much time passed between the 2014 Baghdad bombings and the Wagah Border suicide attack?	Text	17
Is there anywhere in the immediate vicinity of the entrance to the Brooklyn Ice Cream Factory for one to sit and to buy a can of Coca Cola?	MM	64
Approximately many total cents are in a classical characteristic interval of the Dorian scale?	Text	26
Is there art hanging on a white wall at both Prazakuv Palac and Edmond and Lily Safra Fine Arts Wing of the Israel Museum?	MM	64
Are  The Stella d'Italia and the chief of coats of arms used by many families in Italy to signify allegiance to the National Fascist Party the same color?	Text	64
Is there artwork hanging on the walls of Chelsea Market?	MM	64
Are Abudefduf Vaigiensis and Pseudanthias Tuka both striped?	MM	64
Is there at least 1 tree in front of the Skyline building?	MM	64
Are Afghan National Army Snipers allowed to have facial hair?	MM	64
Is there at least a difference of a meter between the tallest player to ever play in the NBA and the shortest player in its Hall of Fame?	Text	64
Are Afro-Germans and Mexicans concentrated in the same German states?	Text	64
Is there at least one Dome on top of both the Venezia Basilica di San Marco and the Oracle Financial building in Bangalore?	MM	64
Are Aladdin's pools at street level?	MM	64
